,countyCode,County,State,county_state,total_coverage,total_claims,mean_total_coverage,mean_total_claims
585,17103,Lee,IL,"Lee County, IL",7934200.0,730450.26,55874.64788732395,5144.015915492958
586,17105,Livingston,IL,"Livingston County, IL",16333200.0,1966898.1,57309.47368421053,6901.396842105263
587,17107,Logan,IL,"Logan County, IL",3339500.0,113427.74,57577.58620689655,1955.6506896551723
588,17109,McDonough,IL,"McDonough County, IL",399500.0,132983.15,22194.444444444445,7387.952777777778
589,17111,McHenry,IL,"McHenry County, IL",112901700.0,7163704.38,117728.57142857143,7469.973284671532
590,17113,McLean,IL,"McLean County, IL",18219500.0,1894431.27,93914.94845360825,9765.109639175258
591,17115,Macon,IL,"Macon County, IL",16692600.0,1469273.73,78369.01408450704,6897.998732394366
592,17117,Macoupin,IL,"Macoupin County, IL",1178100.0,272096.79,25065.957446808512,5789.293404255319
593,17119,Madison,IL,"Madison County, IL",93126400.0,7934594.72,85515.51882460974,7286.129219467401
594,17121,Marion,IL,"Marion County, IL",1075300.0,534480.35,39825.92592592593,19795.56851851852
595,17123,Marshall,IL,"Marshall County, IL",5426300.0,708159.13,66991.35802469136,8742.705308641975
596,17125,Mason,IL,"Mason County, IL",26329300.0,3145206.56,57613.34792122538,6882.290065645514
597,17127,Massac,IL,"Massac County, IL",25621300.0,2382187.07,228761.60714285716,21269.527410714283
598,17129,Menard,IL,"Menard County, IL",2086300.0,162611.69,57952.77777777778,4516.991388888889
599,17131,Mercer,IL,"Mercer County, IL",3457100.0,1356069.19,55759.67741935484,21872.08370967742
600,17133,Monroe,IL,"Monroe County, IL",46598700.0,22294425.27,67048.4892086331,32078.309741007197
601,17135,Montgomery,IL,"Montgomery County, IL",710700.0,258053.74,30900.0,11219.727826086955
602,17137,Morgan,IL,"Morgan County, IL",9091000.0,1637914.36,34176.691729323305,6157.572781954887
603,17139,Moultrie,IL,"Moultrie County, IL",2039800.0,120661.81,101990.0,6033.0905
604,17141,Ogle,IL,"Ogle County, IL",23289200.0,3220809.13,76862.04620462046,10629.73310231023
605,17143,Peoria,IL,"Peoria County, IL",163492800.0,22990046.94,63369.3023255814,8907.418419217358
606,17145,Perry,IL,"Perry County, IL",1166700.0,64581.65,106063.63636363635,5871.059090909091
607,17147,Piatt,IL,"Piatt County, IL",3039500.0,363756.36,151975.0,18187.818
608,17149,Pike,IL,"Pike County, IL",13207600.0,6942831.19,38845.882352941175,20420.09173529412
609,17151,Pope,IL,"Pope County, IL",22200.0,657.37,11100.0,328.685
610,17153,Pulaski,IL,"Pulaski County, IL",1104100.0,77061.07,42465.38461538462,2963.887307692308
611,17155,Putnam,IL,"Putnam County, IL",2798000.0,1039253.23,41761.19402985075,15511.24223880597
612,17157,Randolph,IL,"Randolph County, IL",19077700.0,2313848.06,78833.47107438017,9561.35561983471
613,17159,Richland,IL,"Richland County, IL",371800.0,198524.72,14872.0,7940.9888
614,17161,Rock Island,IL,"Rock Island County, IL",143026200.0,17971033.4,68335.49928332536,8586.2558050645
615,17163,St. Clair,IL,"St. Clair County, IL",84330300.0,4322675.57,68118.17447495961,3491.660395799677
616,17165,Saline,IL,"Saline County, IL",2711500.0,380224.05,112979.16666666669,15842.66875
617,17167,Sangamon,IL,"Sangamon County, IL",24397600.0,3596966.61,82424.32432432432,12151.914222972971
618,17169,Schuyler,IL,"Schuyler County, IL",2534200.0,326830.33,27249.4623655914,3514.304623655914
619,17171,Scott,IL,"Scott County, IL",2463500.0,131800.76,84948.27586206897,4544.853793103449
620,17173,Shelby,IL,"Shelby County, IL",135000.0,64185.26,45000.0,21395.086666666662
621,17175,Stark,IL,"Stark County, IL",80000.0,0.0,80000.0,0.0
622,17177,Stephenson,IL,"Stephenson County, IL",12676800.0,3022110.04,70037.56906077349,16696.74055248619
623,17179,Tazewell,IL,"Tazewell County, IL",24384000.0,1947277.16,68687.32394366198,5485.287774647887
624,17181,Union,IL,"Union County, IL",6032400.0,443119.21,55343.11926605504,4065.313853211009
625,17183,Vermilion,IL,"Vermilion County, IL",8148300.0,2150682.39,83145.91836734694,21945.73867346939
626,17185,Wabash,IL,"Wabash County, IL",288200.0,30378.29,28820.0,3037.829
627,17187,Warren,IL,"Warren County, IL",1268100.0,163253.01,48773.07692307692,6278.961923076923
628,17189,Washington,IL,"Washington County, IL",351500.0,83412.92000000001,58583.333333333336,13902.153333333335
629,17191,Wayne,IL,"Wayne County, IL",640400.0,71380.08,53366.66666666666,5948.34
630,17193,White,IL,"White County, IL",4978500.0,1182115.94,59267.857142857145,14072.808809523807
631,17195,Whiteside,IL,"Whiteside County, IL",18484800.0,2102909.37,65782.20640569396,7483.663238434164
632,17197,Will,IL,"Will County, IL",191142600.0,20977011.1,82566.99784017279,9061.343887688983
633,17199,Williamson,IL,"Williamson County, IL",10398300.0,2111941.89,44627.89699570816,9064.128283261804
634,17201,Winnebago,IL,"Winnebago County, IL",148136400.0,25382183.98,87654.67455621302,15019.04377514793
635,17203,Woodford,IL,"Woodford County, IL",37285100.0,5604045.12,69561.75373134328,10455.308059701492
636,18001,Adams,IN,"Adams County, IN",7528400.0,1210158.16,63263.86554621849,10169.396302521009
