,countyCode,County,State,county_state,tot_pol_cnt,Households,adopt_rate
1718,36083,Rensselaer,NY,"Rensselaer County, NY",240,64906,0.4
1719,36085,Richmond,NY,"Richmond County, NY",3741,166246,2.3
1720,36087,Rockland,NY,"Rockland County, NY",1179,100438,1.2
1721,36089,St. Lawrence,NY,"St. Lawrence County, NY",81,41933,0.2
1722,36091,Saratoga,NY,"Saratoga County, NY",297,94406,0.3
1723,36093,Schenectady,NY,"Schenectady County, NY",209,54302,0.4
1724,36095,Schoharie,NY,"Schoharie County, NY",224,12559,1.8
1725,36097,Schuyler,NY,"Schuyler County, NY",38,7324,0.5
1726,36099,Seneca,NY,"Seneca County, NY",77,13564,0.6
1727,36101,Steuben,NY,"Steuben County, NY",249,39861,0.6
1728,36103,Suffolk,NY,"Suffolk County, NY",27789,489301,5.7
1729,36105,Sullivan,NY,"Sullivan County, NY",353,28184,1.3
1730,36107,Tioga,NY,"Tioga County, NY",443,20030,2.2
1731,36109,Tompkins,NY,"Tompkins County, NY",190,39618,0.5
1732,36111,Ulster,NY,"Ulster County, NY",750,69320,1.1
1733,36113,Warren,NY,"Warren County, NY",107,28015,0.4
1734,36115,Washington,NY,"Washington County, NY",83,24014,0.3
1735,36117,Wayne,NY,"Wayne County, NY",92,36720,0.3
1736,36119,Westchester,NY,"Westchester County, NY",5404,349292,1.5
1737,36121,Wyoming,NY,"Wyoming County, NY",34,15917,0.2
1738,36123,Yates,NY,"Yates County, NY",103,8919,1.2
1739,37001,Alamance,NC,"Alamance County, NC",270,64439,0.4
1740,37003,Alexander,NC,"Alexander County, NC",20,14169,0.1
1741,37005,Alleghany,NC,"Alleghany County, NC",14,4920,0.3
1742,37007,Anson,NC,"Anson County, NC",8,9521,0.1
1743,37009,Ashe,NC,"Ashe County, NC",105,11938,0.9
1744,37011,Avery,NC,"Avery County, NC",151,6551,2.3
1745,37013,Beaufort,NC,"Beaufort County, NC",2443,19701,12.4
1746,37015,Bertie,NC,"Bertie County, NC",108,7909,1.4
1747,37017,Bladen,NC,"Bladen County, NC",179,13636,1.3
1748,37019,Brunswick,NC,"Brunswick County, NC",17658,56056,31.5
1749,37021,Buncombe,NC,"Buncombe County, NC",679,107479,0.6
1750,37023,Burke,NC,"Burke County, NC",85,35156,0.2
1751,37025,Cabarrus,NC,"Cabarrus County, NC",554,72238,0.8
1752,37027,Caldwell,NC,"Caldwell County, NC",98,32864,0.3
1753,37029,Camden,NC,"Camden County, NC",525,3933,13.3
1754,37031,Carteret,NC,"Carteret County, NC",13033,29755,43.8
1755,37033,Caswell,NC,"Caswell County, NC",2,9145,0.0
1756,37035,Catawba,NC,"Catawba County, NC",226,62319,0.4
1757,37037,Chatham,NC,"Chatham County, NC",248,29033,0.9
1758,37039,Cherokee,NC,"Cherokee County, NC",111,12471,0.9
1759,37041,Chowan,NC,"Chowan County, NC",279,6133,4.5
1760,37043,Clay,NC,"Clay County, NC",108,4996,2.2
1761,37045,Cleveland,NC,"Cleveland County, NC",34,35638,0.1
1762,37047,Columbus,NC,"Columbus County, NC",442,21580,2.0
1763,37049,Craven,NC,"Craven County, NC",5431,41226,13.2
1764,37051,Cumberland,NC,"Cumberland County, NC",2097,125427,1.7
1765,37053,Currituck,NC,"Currituck County, NC",3688,10522,35.1
1766,37055,Dare,NC,"Dare County, NC",14965,15529,96.4
1767,37057,Davidson,NC,"Davidson County, NC",203,66653,0.3
1768,37059,Davie,NC,"Davie County, NC",62,16405,0.4
1769,37061,Duplin,NC,"Duplin County, NC",696,21466,3.2
1770,37063,Durham,NC,"Durham County, NC",1348,125953,1.1
1771,37065,Edgecombe,NC,"Edgecombe County, NC",685,21151,3.2
1772,37067,Forsyth,NC,"Forsyth County, NC",563,146816,0.4
1773,37069,Franklin,NC,"Franklin County, NC",81,25381,0.3
1774,37071,Gaston,NC,"Gaston County, NC",265,83735,0.3
1775,37073,Gates,NC,"Gates County, NC",54,4638,1.2
1776,37075,Graham,NC,"Graham County, NC",13,3393,0.4
1777,37077,Granville,NC,"Granville County, NC",52,21400,0.2
1778,37079,Greene,NC,"Greene County, NC",103,7164,1.4
1779,37081,Guilford,NC,"Guilford County, NC",633,203987,0.3
1780,37083,Halifax,NC,"Halifax County, NC",107,21017,0.5
1781,37085,Harnett,NC,"Harnett County, NC",414,45416,0.9
1782,37087,Haywood,NC,"Haywood County, NC",333,26653,1.2
1783,37089,Henderson,NC,"Henderson County, NC",289,49221,0.6
1784,37091,Hertford,NC,"Hertford County, NC",72,8845,0.8
1785,37093,Hoke,NC,"Hoke County, NC",168,17799,0.9
1786,37095,Hyde,NC,"Hyde County, NC",705,1947,36.2
1787,37097,Iredell,NC,"Iredell County, NC",202,66369,0.3
1788,37099,Jackson,NC,"Jackson County, NC",185,16773,1.1
1789,37101,Johnston,NC,"Johnston County, NC",538,68968,0.8
1790,37103,Jones,NC,"Jones County, NC",285,4045,7.0
1791,37105,Lee,NC,"Lee County, NC",109,21894,0.5
1792,37107,Lenoir,NC,"Lenoir County, NC",357,23148,1.5
1793,37109,Lincoln,NC,"Lincoln County, NC",113,32894,0.3
1794,37111,McDowell,NC,"McDowell County, NC",73,18173,0.4
1795,37113,Macon,NC,"Macon County, NC",171,15921,1.1
1796,37115,Madison,NC,"Madison County, NC",52,8403,0.6
1797,37117,Martin,NC,"Martin County, NC",75,9378,0.8
1798,37119,Mecklenburg,NC,"Mecklenburg County, NC",2755,411097,0.7
1799,37121,Mitchell,NC,"Mitchell County, NC",24,6344,0.4
1800,37123,Montgomery,NC,"Montgomery County, NC",26,10195,0.3
1801,37125,Moore,NC,"Moore County, NC",477,39821,1.2
1802,37127,Nash,NC,"Nash County, NC",494,37011,1.3
1803,37129,New Hanover,NC,"New Hanover County, NC",14221,95638,14.9
1804,37131,Northampton,NC,"Northampton County, NC",31,8547,0.4
1805,37133,Onslow,NC,"Onslow County, NC",5063,64386,7.9
1806,37135,Orange,NC,"Orange County, NC",509,53376,1.0
1807,37137,Pamlico,NC,"Pamlico County, NC",1762,5416,32.5
1808,37139,Pasquotank,NC,"Pasquotank County, NC",1329,14697,9.0
1809,37141,Pender,NC,"Pender County, NC",4648,21740,21.4
1810,37143,Perquimans,NC,"Perquimans County, NC",424,5936,7.1
1811,37145,Person,NC,"Person County, NC",14,15896,0.1
1812,37147,Pitt,NC,"Pitt County, NC",1265,69799,1.8
1813,37149,Polk,NC,"Polk County, NC",62,9071,0.7
1814,37151,Randolph,NC,"Randolph County, NC",69,56541,0.1
1815,37153,Richmond,NC,"Richmond County, NC",28,18380,0.2
1816,37155,Robeson,NC,"Robeson County, NC",923,45927,2.0
1817,37157,Rockingham,NC,"Rockingham County, NC",38,37388,0.1
1818,37159,Rowan,NC,"Rowan County, NC",153,52843,0.3
1819,37161,Rutherford,NC,"Rutherford County, NC",72,26683,0.3
1820,37163,Sampson,NC,"Sampson County, NC",136,23416,0.6
1821,37165,Scotland,NC,"Scotland County, NC",77,12922,0.6
1822,37167,Stanly,NC,"Stanly County, NC",35,23332,0.2
1823,37169,Stokes,NC,"Stokes County, NC",20,19578,0.1
1824,37171,Surry,NC,"Surry County, NC",27,29153,0.1
1825,37173,Swain,NC,"Swain County, NC",50,5620,0.9
1826,37175,Transylvania,NC,"Transylvania County, NC",183,14567,1.3
1827,37177,Tyrrell,NC,"Tyrrell County, NC",222,1594,13.9
1828,37179,Union,NC,"Union County, NC",476,76346,0.6
1829,37181,Vance,NC,"Vance County, NC",23,16875,0.1
1830,37183,Wake,NC,"Wake County, NC",3219,400172,0.8
1831,37185,Warren,NC,"Warren County, NC",29,7786,0.4
1832,37187,Washington,NC,"Washington County, NC",178,4977,3.6
1833,37189,Watauga,NC,"Watauga County, NC",352,21077,1.7
1834,37191,Wayne,NC,"Wayne County, NC",820,48343,1.7
1835,37193,Wilkes,NC,"Wilkes County, NC",25,28753,0.1
1836,37195,Wilson,NC,"Wilson County, NC",396,32014,1.2
1837,37197,Yadkin,NC,"Yadkin County, NC",11,15425,0.1
1838,37199,Yancey,NC,"Yancey County, NC",102,7510,1.4
1839,38003,Barnes,ND,"Barnes County, ND",47,5074,0.9
1840,38005,Benson,ND,"Benson County, ND",12,2248,0.5
1841,38007,Billings,ND,"Billings County, ND",1,383,0.3
1842,38009,Bottineau,ND,"Bottineau County, ND",3,2992,0.1
1843,38011,Bowman,ND,"Bowman County, ND",1,1350,0.1
1844,38015,Burleigh,ND,"Burleigh County, ND",561,39507,1.4
1845,38017,Cass,ND,"Cass County, ND",3036,75843,4.0
1846,38021,Dickey,ND,"Dickey County, ND",2,2119,0.1
1847,38025,Dunn,ND,"Dunn County, ND",2,1692,0.1
1848,38027,Eddy,ND,"Eddy County, ND",2,1062,0.2
1849,38029,Emmons,ND,"Emmons County, ND",6,1585,0.4
1850,38031,Foster,ND,"Foster County, ND",2,1423,0.1
1851,38035,Grand Forks,ND,"Grand Forks County, ND",501,30502,1.6
1852,38039,Griggs,ND,"Griggs County, ND",5,1089,0.5
1853,38045,LaMoure,ND,"LaMoure County, ND",11,1822,0.6
1854,38049,McHenry,ND,"McHenry County, ND",42,2594,1.6
1855,38053,McKenzie,ND,"McKenzie County, ND",12,4302,0.3
1856,38055,McLean,ND,"McLean County, ND",2,4334,0.0
1857,38057,Mercer,ND,"Mercer County, ND",25,3709,0.7
1858,38059,Morton,ND,"Morton County, ND",194,13565,1.4
1859,38065,Oliver,ND,"Oliver County, ND",2,738,0.3
1860,38067,Pembina,ND,"Pembina County, ND",98,3158,3.1
1861,38069,Pierce,ND,"Pierce County, ND",1,1908,0.1
1862,38071,Ramsey,ND,"Ramsey County, ND",47,4828,1.0
1863,38073,Ransom,ND,"Ransom County, ND",19,2371,0.8
1864,38075,Renville,ND,"Renville County, ND",4,950,0.4
1865,38077,Richland,ND,"Richland County, ND",49,6777,0.7
1866,38079,Rolette,ND,"Rolette County, ND",4,4608,0.1
1867,38081,Sargent,ND,"Sargent County, ND",2,1864,0.1
1868,38085,Sioux,ND,"Sioux County, ND",2,1112,0.2
1869,38087,Slope,ND,"Slope County, ND",1,326,0.3
1870,38089,Stark,ND,"Stark County, ND",29,12524,0.2
1871,38093,Stutsman,ND,"Stutsman County, ND",71,8908,0.8
1872,38095,Towner,ND,"Towner County, ND",2,1058,0.2
1873,38097,Traill,ND,"Traill County, ND",23,3383,0.7
1874,38099,Walsh,ND,"Walsh County, ND",47,4780,1.0
1875,38101,Ward,ND,"Ward County, ND",1848,28277,6.5
1876,38105,Williams,ND,"Williams County, ND",17,14320,0.1
1877,39001,Adams,OH,"Adams County, OH",35,10673,0.3
1878,39003,Allen,OH,"Allen County, OH",132,40650,0.3
1879,39005,Ashland,OH,"Ashland County, OH",41,20417,0.2
1880,39007,Ashtabula,OH,"Ashtabula County, OH",64,37832,0.2
1881,39009,Athens,OH,"Athens County, OH",98,22557,0.4
1882,39011,Auglaize,OH,"Auglaize County, OH",67,18888,0.4
1883,39013,Belmont,OH,"Belmont County, OH",74,25919,0.3
1884,39015,Brown,OH,"Brown County, OH",60,17829,0.3
1885,39017,Butler,OH,"Butler County, OH",520,139113,0.4
1886,39019,Carroll,OH,"Carroll County, OH",41,11298,0.4
1887,39021,Champaign,OH,"Champaign County, OH",38,15159,0.3
1888,39023,Clark,OH,"Clark County, OH",191,54696,0.3
1889,39025,Clermont,OH,"Clermont County, OH",189,78009,0.2
1890,39027,Clinton,OH,"Clinton County, OH",49,16528,0.3
1891,39029,Columbiana,OH,"Columbiana County, OH",74,41537,0.2
1892,39031,Coshocton,OH,"Coshocton County, OH",32,14476,0.2
1893,39033,Crawford,OH,"Crawford County, OH",37,17782,0.2
1894,39035,Cuyahoga,OH,"Cuyahoga County, OH",1208,540965,0.2
1895,39037,Darke,OH,"Darke County, OH",42,20861,0.2
1896,39039,Defiance,OH,"Defiance County, OH",26,15297,0.2
1897,39041,Delaware,OH,"Delaware County, OH",216,69985,0.3
1898,39043,Erie,OH,"Erie County, OH",300,31183,1.0
1899,39045,Fairfield,OH,"Fairfield County, OH",199,56339,0.4
1900,39047,Fayette,OH,"Fayette County, OH",18,11773,0.2
1901,39049,Franklin,OH,"Franklin County, OH",1070,511447,0.2
1902,39051,Fulton,OH,"Fulton County, OH",21,16506,0.1
1903,39053,Gallia,OH,"Gallia County, OH",49,11588,0.4
1904,39055,Geauga,OH,"Geauga County, OH",92,35298,0.3
1905,39057,Greene,OH,"Greene County, OH",328,65604,0.5
1906,39059,Guernsey,OH,"Guernsey County, OH",45,16220,0.3
1907,39061,Hamilton,OH,"Hamilton County, OH",625,341873,0.2
1908,39063,Hancock,OH,"Hancock County, OH",295,31937,0.9
1909,39065,Hardin,OH,"Hardin County, OH",15,11678,0.1
1910,39067,Harrison,OH,"Harrison County, OH",10,6223,0.2
1911,39069,Henry,OH,"Henry County, OH",31,10992,0.3
1912,39071,Highland,OH,"Highland County, OH",2,16772,0.0
1913,39073,Hocking,OH,"Hocking County, OH",61,11286,0.5
1914,39075,Holmes,OH,"Holmes County, OH",23,12342,0.2
1915,39077,Huron,OH,"Huron County, OH",46,22935,0.2
1916,39079,Jackson,OH,"Jackson County, OH",52,12780,0.4
1917,39081,Jefferson,OH,"Jefferson County, OH",67,27428,0.2
1918,39083,Knox,OH,"Knox County, OH",85,23248,0.4
1919,39085,Lake,OH,"Lake County, OH",391,96361,0.4
1920,39087,Lawrence,OH,"Lawrence County, OH",176,23221,0.8
1921,39089,Licking,OH,"Licking County, OH",262,64035,0.4
1922,39091,Logan,OH,"Logan County, OH",60,18677,0.3
1923,39093,Lorain,OH,"Lorain County, OH",459,120281,0.4
1924,39095,Lucas,OH,"Lucas County, OH",657,179930,0.4
1925,39097,Madison,OH,"Madison County, OH",35,15013,0.2
1926,39099,Mahoning,OH,"Mahoning County, OH",164,98472,0.2
1927,39101,Marion,OH,"Marion County, OH",83,24737,0.3
1928,39103,Medina,OH,"Medina County, OH",218,69007,0.3
1929,39105,Meigs,OH,"Meigs County, OH",42,9045,0.5
1930,39107,Mercer,OH,"Mercer County, OH",69,16234,0.4
1931,39109,Miami,OH,"Miami County, OH",212,41043,0.5
1932,39111,Monroe,OH,"Monroe County, OH",20,5745,0.3
1933,39113,Montgomery,OH,"Montgomery County, OH",483,224328,0.2
1934,39115,Morgan,OH,"Morgan County, OH",26,6108,0.4
1935,39117,Morrow,OH,"Morrow County, OH",20,12922,0.2
1936,39119,Muskingum,OH,"Muskingum County, OH",75,33878,0.2
1937,39121,Noble,OH,"Noble County, OH",36,5067,0.7
1938,39123,Ottawa,OH,"Ottawa County, OH",540,18051,3.0
1939,39125,Paulding,OH,"Paulding County, OH",31,7705,0.4
1940,39127,Perry,OH,"Perry County, OH",81,13500,0.6
1941,39129,Pickaway,OH,"Pickaway County, OH",44,19710,0.2
1942,39131,Pike,OH,"Pike County, OH",33,10959,0.3
1943,39133,Portage,OH,"Portage County, OH",162,61817,0.3
1944,39135,Preble,OH,"Preble County, OH",54,16251,0.3
1945,39137,Putnam,OH,"Putnam County, OH",121,13327,0.9
1946,39139,Richland,OH,"Richland County, OH",74,48449,0.2
1947,39141,Ross,OH,"Ross County, OH",56,28802,0.2
1948,39143,Sandusky,OH,"Sandusky County, OH",92,23574,0.4
1949,39145,Scioto,OH,"Scioto County, OH",168,29858,0.6
1950,39147,Seneca,OH,"Seneca County, OH",50,21648,0.2
1951,39149,Shelby,OH,"Shelby County, OH",59,18608,0.3
1952,39151,Stark,OH,"Stark County, OH",260,153460,0.2
1953,39153,Summit,OH,"Summit County, OH",829,224726,0.4
1954,39155,Trumbull,OH,"Trumbull County, OH",201,85621,0.2
1955,39157,Tuscarawas,OH,"Tuscarawas County, OH",108,36631,0.3
1956,39159,Union,OH,"Union County, OH",59,20212,0.3
1957,39161,Van Wert,OH,"Van Wert County, OH",20,11544,0.2
1958,39163,Vinton,OH,"Vinton County, OH",8,5140,0.2
1959,39165,Warren,OH,"Warren County, OH",312,82957,0.4
1960,39167,Washington,OH,"Washington County, OH",120,25197,0.5
1961,39169,Wayne,OH,"Wayne County, OH",69,43824,0.2
1962,39171,Williams,OH,"Williams County, OH",20,15090,0.1
1963,39173,Wood,OH,"Wood County, OH",106,50589,0.2
1964,39175,Wyandot,OH,"Wyandot County, OH",20,9081,0.2
1965,40001,Adair,OK,"Adair County, OK",6,7733,0.1
1966,40003,Alfalfa,OK,"Alfalfa County, OK",2,1870,0.1
1967,40005,Atoka,OK,"Atoka County, OK",3,5284,0.1
1968,40009,Beckham,OK,"Beckham County, OK",7,7578,0.1
1969,40011,Blaine,OK,"Blaine County, OK",7,3898,0.2
1970,40013,Bryan,OK,"Bryan County, OK",31,17253,0.2
1971,40015,Caddo,OK,"Caddo County, OK",21,10320,0.2
1972,40017,Canadian,OK,"Canadian County, OK",229,44906,0.5
1973,40019,Carter,OK,"Carter County, OK",47,18339,0.3
1974,40021,Cherokee,OK,"Cherokee County, OK",57,16665,0.3
1975,40023,Choctaw,OK,"Choctaw County, OK",6,5971,0.1
1976,40027,Cleveland,OK,"Cleveland County, OK",681,106172,0.6
1977,40029,Coal,OK,"Coal County, OK",2,2227,0.1
1978,40031,Comanche,OK,"Comanche County, OK",481,42842,1.1
1979,40033,Cotton,OK,"Cotton County, OK",7,2195,0.3
1980,40035,Craig,OK,"Craig County, OK",18,5422,0.3
1981,40037,Creek,OK,"Creek County, OK",100,26427,0.4
1982,40039,Custer,OK,"Custer County, OK",18,10653,0.2
1983,40041,Delaware,OK,"Delaware County, OK",83,16739,0.5
1984,40047,Garfield,OK,"Garfield County, OK",92,23541,0.4
1985,40049,Garvin,OK,"Garvin County, OK",22,10447,0.2
1986,40051,Grady,OK,"Grady County, OK",51,19857,0.3
1987,40053,Grant,OK,"Grant County, OK",2,1736,0.1
1988,40055,Greer,OK,"Greer County, OK",3,2054,0.1
1989,40057,Harmon,OK,"Harmon County, OK",2,1113,0.2
1990,40059,Harper,OK,"Harper County, OK",1,1258,0.1
1991,40061,Haskell,OK,"Haskell County, OK",2,4931,0.0
1992,40063,Hughes,OK,"Hughes County, OK",8,4132,0.2
1993,40065,Jackson,OK,"Jackson County, OK",42,9762,0.4
1994,40067,Jefferson,OK,"Jefferson County, OK",2,2371,0.1
1995,40069,Johnston,OK,"Johnston County, OK",5,4267,0.1
1996,40071,Kay,OK,"Kay County, OK",66,17610,0.4
1997,40073,Kingfisher,OK,"Kingfisher County, OK",24,5609,0.4
1998,40075,Kiowa,OK,"Kiowa County, OK",13,3571,0.4
1999,40077,Latimer,OK,"Latimer County, OK",6,4088,0.1
2000,40079,Le Flore,OK,"Le Flore County, OK",71,18261,0.4
2001,40081,Lincoln,OK,"Lincoln County, OK",10,12763,0.1
2002,40083,Logan,OK,"Logan County, OK",80,15512,0.5
2003,40085,Love,OK,"Love County, OK",1,3268,0.0
2004,40087,McClain,OK,"McClain County, OK",44,14428,0.3
2005,40089,McCurtain,OK,"McCurtain County, OK",25,12646,0.2
2006,40091,McIntosh,OK,"McIntosh County, OK",8,8327,0.1
2007,40093,Major,OK,"Major County, OK",14,3123,0.4
2008,40095,Marshall,OK,"Marshall County, OK",3,6195,0.0
2009,40097,Mayes,OK,"Mayes County, OK",97,15983,0.6
2010,40099,Murray,OK,"Murray County, OK",1,5238,0.0
2011,40101,Muskogee,OK,"Muskogee County, OK",133,26234,0.5
2012,40103,Noble,OK,"Noble County, OK",5,4515,0.1
2013,40105,Nowata,OK,"Nowata County, OK",11,4099,0.3
2014,40109,Oklahoma,OK,"Oklahoma County, OK",1389,301570,0.5
2015,40111,Okmulgee,OK,"Okmulgee County, OK",38,14724,0.3
2016,40113,Osage,OK,"Osage County, OK",52,18263,0.3
2017,40115,Ottawa,OK,"Ottawa County, OK",180,11847,1.5
2018,40119,Payne,OK,"Payne County, OK",123,30788,0.4
2019,40121,Pittsburg,OK,"Pittsburg County, OK",58,17816,0.3
2020,40123,Pontotoc,OK,"Pontotoc County, OK",16,14278,0.1
2021,40125,Pottawatomie,OK,"Pottawatomie County, OK",101,25917,0.4
2022,40127,Pushmataha,OK,"Pushmataha County, OK",12,4477,0.3
2023,40129,Roger Mills,OK,"Roger Mills County, OK",2,1377,0.1
2024,40131,Rogers,OK,"Rogers County, OK",277,34755,0.8
2025,40133,Seminole,OK,"Seminole County, OK",18,9317,0.2
2026,40135,Sequoyah,OK,"Sequoyah County, OK",37,15474,0.2
2027,40137,Stephens,OK,"Stephens County, OK",45,16720,0.3
2028,40139,Texas,OK,"Texas County, OK",4,6768,0.1
2029,40143,Tulsa,OK,"Tulsa County, OK",1840,252661,0.7
2030,40145,Wagoner,OK,"Wagoner County, OK",221,29208,0.8
2031,40147,Washington,OK,"Washington County, OK",144,20455,0.7
2032,40149,Washita,OK,"Washita County, OK",7,4224,0.2
2033,40151,Woods,OK,"Woods County, OK",3,3281,0.1
2034,40153,Woodward,OK,"Woodward County, OK",30,7495,0.4
2035,41001,Baker,OR,"Baker County, OR",20,6921,0.3
2036,41003,Benton,OR,"Benton County, OR",318,35718,0.9
2037,41005,Clackamas,OR,"Clackamas County, OR",1186,157408,0.8
2038,41007,Clatsop,OR,"Clatsop County, OR",1454,15800,9.2
2039,41009,Columbia,OR,"Columbia County, OR",390,19671,2.0
2040,41011,Coos,OR,"Coos County, OR",218,27025,0.8
2041,41013,Crook,OR,"Crook County, OR",68,9588,0.7
2042,41015,Curry,OR,"Curry County, OR",229,10546,2.2
2043,41017,Deschutes,OR,"Deschutes County, OR",173,74397,0.2
2044,41019,Douglas,OR,"Douglas County, OR",464,45456,1.0
2045,41021,Gilliam,OR,"Gilliam County, OR",2,842,0.2
2046,41023,Grant,OR,"Grant County, OR",23,3381,0.7
2047,41025,Harney,OR,"Harney County, OR",4,3244,0.1
2048,41027,Hood River,OR,"Hood River County, OR",23,8600,0.3
2049,41029,Jackson,OR,"Jackson County, OR",737,88241,0.8
2050,41031,Jefferson,OR,"Jefferson County, OR",26,8094,0.3
2051,41033,Josephine,OR,"Josephine County, OR",296,36367,0.8
2052,41035,Klamath,OR,"Klamath County, OR",46,27886,0.2
2053,41037,Lake,OR,"Lake County, OR",10,3515,0.3
2054,41039,Lane,OR,"Lane County, OR",1732,152312,1.1
2055,41041,Lincoln,OR,"Lincoln County, OR",1638,21298,7.7
2056,41043,Linn,OR,"Linn County, OR",388,47762,0.8
2057,41045,Malheur,OR,"Malheur County, OR",35,10062,0.3
2058,41047,Marion,OR,"Marion County, OR",984,118038,0.8
2059,41049,Morrow,OR,"Morrow County, OR",12,4108,0.3
2060,41051,Multnomah,OR,"Multnomah County, OR",1924,326229,0.6
2061,41053,Polk,OR,"Polk County, OR",211,30305,0.7
2062,41057,Tillamook,OR,"Tillamook County, OR",1486,10784,13.8
2063,41059,Umatilla,OR,"Umatilla County, OR",122,26908,0.5
2064,41061,Union,OR,"Union County, OR",38,10708,0.4
2065,41063,Wallowa,OR,"Wallowa County, OR",29,3214,0.9
2066,41065,Wasco,OR,"Wasco County, OR",34,10305,0.3
2067,41067,Washington,OR,"Washington County, OR",926,219053,0.4
2068,41069,Wheeler,OR,"Wheeler County, OR",2,640,0.3
2069,41071,Yamhill,OR,"Yamhill County, OR",206,36808,0.6
2070,42001,Adams,PA,"Adams County, PA",250,39345,0.6
2071,42003,Allegheny,PA,"Allegheny County, PA",1891,541541,0.3
2072,42005,Armstrong,PA,"Armstrong County, PA",224,28137,0.8
2073,42007,Beaver,PA,"Beaver County, PA",162,71167,0.2
2074,42009,Bedford,PA,"Bedford County, PA",170,19882,0.9
2075,42011,Berks,PA,"Berks County, PA",532,154712,0.3
2076,42013,Blair,PA,"Blair County, PA",233,52126,0.4
2077,42015,Bradford,PA,"Bradford County, PA",388,25021,1.6
2078,42017,Bucks,PA,"Bucks County, PA",2372,238830,1.0
2079,42019,Butler,PA,"Butler County, PA",286,76502,0.4
2080,42021,Cambria,PA,"Cambria County, PA",201,56674,0.4
2081,42023,Cameron,PA,"Cameron County, PA",23,2184,1.1
2082,42025,Carbon,PA,"Carbon County, PA",69,26043,0.3
2083,42027,Centre,PA,"Centre County, PA",157,58201,0.3
2084,42029,Chester,PA,"Chester County, PA",836,190980,0.4
2085,42031,Clarion,PA,"Clarion County, PA",31,16021,0.2
2086,42033,Clearfield,PA,"Clearfield County, PA",116,31248,0.4
2087,42035,Clinton,PA,"Clinton County, PA",122,14690,0.8
2088,42037,Columbia,PA,"Columbia County, PA",387,26372,1.5
2089,42039,Crawford,PA,"Crawford County, PA",165,35164,0.5
2090,42041,Cumberland,PA,"Cumberland County, PA",498,99804,0.5
2091,42043,Dauphin,PA,"Dauphin County, PA",962,112212,0.9
2092,42045,Delaware,PA,"Delaware County, PA",1564,207257,0.8
2093,42047,Elk,PA,"Elk County, PA",67,14020,0.5
2094,42049,Erie,PA,"Erie County, PA",300,110318,0.3
2095,42051,Fayette,PA,"Fayette County, PA",169,54837,0.3
2096,42053,Forest,PA,"Forest County, PA",13,1839,0.7
2097,42055,Franklin,PA,"Franklin County, PA",168,60438,0.3
2098,42057,Fulton,PA,"Fulton County, PA",16,5989,0.3
2099,42059,Greene,PA,"Greene County, PA",66,14230,0.5
2100,42061,Huntingdon,PA,"Huntingdon County, PA",147,16779,0.9
2101,42063,Indiana,PA,"Indiana County, PA",108,33246,0.3
2102,42065,Jefferson,PA,"Jefferson County, PA",126,18427,0.7
2103,42067,Juniata,PA,"Juniata County, PA",56,9372,0.6
2104,42069,Lackawanna,PA,"Lackawanna County, PA",726,87161,0.8
2105,42071,Lancaster,PA,"Lancaster County, PA",656,201620,0.3
2106,42073,Lawrence,PA,"Lawrence County, PA",118,37055,0.3
2107,42075,Lebanon,PA,"Lebanon County, PA",251,53579,0.5
2108,42077,Lehigh,PA,"Lehigh County, PA",295,138714,0.2
2109,42079,Luzerne,PA,"Luzerne County, PA",4795,128660,3.7
2110,42081,Lycoming,PA,"Lycoming County, PA",424,45608,0.9
2111,42083,McKean,PA,"McKean County, PA",69,17147,0.4
2112,42085,Mercer,PA,"Mercer County, PA",55,46340,0.1
2113,42087,Mifflin,PA,"Mifflin County, PA",97,19043,0.5
2114,42089,Monroe,PA,"Monroe County, PA",324,57098,0.6
2115,42091,Montgomery,PA,"Montgomery County, PA",2716,316206,0.9
2116,42093,Montour,PA,"Montour County, PA",75,7404,1.0
2117,42095,Northampton,PA,"Northampton County, PA",539,114185,0.5
2118,42097,Northumberland,PA,"Northumberland County, PA",320,39075,0.8
2119,42099,Perry,PA,"Perry County, PA",123,18231,0.7
2120,42101,Philadelphia,PA,"Philadelphia County, PA",1563,601337,0.3
2121,42103,Pike,PA,"Pike County, PA",218,22119,1.0
2122,42105,Potter,PA,"Potter County, PA",37,6480,0.6
2123,42107,Schuylkill,PA,"Schuylkill County, PA",419,58749,0.7
2124,42109,Snyder,PA,"Snyder County, PA",119,14794,0.8
2125,42111,Somerset,PA,"Somerset County, PA",182,29644,0.6
2126,42113,Sullivan,PA,"Sullivan County, PA",49,2723,1.8
2127,42115,Susquehanna,PA,"Susquehanna County, PA",146,17235,0.8
2128,42117,Tioga,PA,"Tioga County, PA",123,16310,0.8
2129,42119,Union,PA,"Union County, PA",156,14533,1.1
2130,42121,Venango,PA,"Venango County, PA",81,22050,0.4
2131,42123,Warren,PA,"Warren County, PA",116,17115,0.7
2132,42125,Washington,PA,"Washington County, PA",345,84948,0.4
2133,42127,Wayne,PA,"Wayne County, PA",150,18841,0.8
2134,42129,Westmoreland,PA,"Westmoreland County, PA",551,152283,0.4
2135,42131,Wyoming,PA,"Wyoming County, PA",207,10790,1.9
2136,42133,York,PA,"York County, PA",695,172421,0.4
2137,44001,Bristol,RI,"Bristol County, RI",1283,19217,6.7
2138,44003,Kent,RI,"Kent County, RI",890,69422,1.3
2139,44005,Newport,RI,"Newport County, RI",1167,34777,3.4
